Timestamp,involvement,department,whowerestudents,whowerepresenters,coursecontent,useful,involved01,dept01,students01,presenters01,researchpres01,basicsciskills01,basicresskills01,careeradvice01,introtoresarea01,paperdiscdeptfac01,paperdiscclassics01,topicsum,useful01
1/24/2017 7:03:33,student,biology,just grad students,just faculty,"research presentations, career advice and prospects",no,1,2,1,1,1,0,0,1,0,0,0,2,2
1/24/2017 23:18:43,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects",no,1,1,1,1,1,0,0,1,0,0,0,2,2
1/24/2017 12:23:01,student,natural resources,just grad students,just faculty,"research presentations, career advice and prospects, discussion of papers written by department faculty",no,1,4,1,1,1,0,0,1,0,1,0,3,2
1/24/2017 13:10:46,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, discussion of papers written by department faculty",no,1,1,1,1,1,0,0,0,0,1,0,2,2
1/24/2017 16:42:18,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology)",no,1,1,1,1,1,0,0,0,1,0,0,2,2
1/24/2017 17:39:16,student,ecology and evolutionary biology,just grad students,faculty and grad students,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",no,1,1,1,2,1,0,0,0,1,1,1,4,2
1/25/2017 11:02:50,student,biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",no,1,2,1,1,1,0,0,0,1,1,1,4,2
1/24/2017 18:55:50,student,other,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",no,1,5,1,1,1,0,0,0,1,1,1,4,2
1/24/2017 7:25:23,presenter,other,just grad students,"faculty, grad students, and people outside academia","basic research skills (e.g., how to extract DNA), introduction to a general research area (e.g., ecology)",yes,2,5,1,3,0,0,1,0,1,0,0,2,1
1/24/2017 6:55:28,student,ecology and evolutionary biology,just grad students,just faculty,"basic science skills (e.g., how to make a poster), career advice and prospects, discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,0,1,0,1,0,1,1,4,1
1/24/2017 8:45:19,student,ecology and evolutionary biology,just grad students,just faculty,"basic science skills (e.g., how to make a poster), career advice and prospects, introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,1,1,1,1,0,1,0,1,1,0,1,4,1
1/24/2017 8:45:26,student,ecology and evolutionary biology,just grad students,just faculty,"basic science skills (e.g., how to make a poster), career advice and prospects, introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,1,1,1,1,0,1,0,1,1,0,1,4,1
1/24/2017 12:05:42,presenter,ecology and evolutionary biology,just undergrads,just faculty,"basic science skills (e.g., how to make a poster), introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,2,1,2,1,0,1,0,0,1,1,1,4,1
1/24/2017 14:51:29,student,biology,just grad students,"faculty, grad students, and people outside academia",career advice and prospects,yes,1,2,1,3,0,0,0,1,0,0,0,1,1
1/24/2017 9:13:47,student,biology,just grad students,just faculty,career advice and prospects,yes,1,2,1,1,0,0,0,1,0,0,0,1,1
1/24/2017 7:03:43,student,other,just undergrads,just faculty,"career advice and prospects, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,5,2,1,0,0,0,1,1,1,1,4,1
1/24/2017 13:28:41,student,ecology and evolutionary biology,just grad students,faculty and grad students,discussion of classic/important papers in the field,yes,1,1,1,2,0,0,0,0,0,0,1,1,1
1/24/2017 12:18:55,student,ecology and evolutionary biology,just grad students,just faculty,discussion of papers written by department faculty,yes,1,1,1,1,0,0,0,0,0,1,0,1,1
1/24/2017 19:21:31,student,ecology and evolutionary biology,just grad students,just faculty,discussion of papers written by department faculty,yes,1,1,1,1,0,0,0,0,0,1,0,1,1
1/24/2017 12:47:37,presenter,ecology and evolutionary biology,just grad students,just faculty,"discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,2,1,1,1,0,0,0,0,0,1,1,2,1
1/24/2017 16:27:00,student,ecology and evolutionary biology,just grad students,just faculty,"discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,0,0,0,0,0,1,1,2,1
1/24/2017 14:45:10,presenter,natural resources,just undergrads,"faculty, grad students, and people outside academia","introduction to a general research area (e.g., ecology)",yes,2,4,2,3,0,0,0,0,1,0,0,1,1
1/24/2017 8:01:12,student,ecology and evolutionary biology,just grad students,just faculty,"introduction to a general research area (e.g., ecology)",yes,1,1,1,1,0,0,0,0,1,0,0,1,1
1/24/2017 13:36:40,presenter,natural resources,just grad students,just faculty,"introduction to a general research area (e.g., ecology)",yes,2,4,1,1,0,0,0,0,1,0,0,1,1
1/24/2017 9:51:49,student,biology,just undergrads,just faculty,"introduction to a general research area (e.g., ecology)",yes,1,2,2,1,0,0,0,0,1,0,0,1,1
1/24/2017 13:19:13,student,biology,just undergrads,just faculty,"introduction to a general research area (e.g., ecology)",yes,1,2,2,1,0,0,0,0,1,0,0,1,1
1/24/2017 14:44:07,student,biology,just undergrads,just faculty,"introduction to a general research area (e.g., ecology)",yes,1,2,2,1,0,0,0,0,1,0,0,1,1
1/25/2017 12:09:17,presenter,ecology and evolutionary biology,just undergrads,just faculty,"introduction to a general research area (e.g., ecology)",yes,2,1,2,1,0,0,0,0,1,0,0,1,1
1/24/2017 9:45:37,presenter,ecology and evolutionary biology,just grad students,just faculty,"introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,2,1,1,1,0,0,0,0,1,0,1,2,1
1/24/2017 16:36:34,student,ecology and evolutionary biology,just grad students,just faculty,"introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,1,1,1,1,0,0,0,0,1,0,1,2,1
1/24/2017 13:07:02,student,molecular & cell biology,just grad students,just faculty,"introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,1,3,1,1,0,0,0,0,1,0,1,2,1
1/24/2017 9:18:33,student,other,just grad students,just faculty,"introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,1,5,1,1,0,0,0,0,1,0,1,2,1
1/24/2017 9:38:46,student,ecology and evolutionary biology,just grad students,just faculty,"introduction to a general research area (e.g., ecology), discussion of papers written by department faculty",yes,1,1,1,1,0,0,0,0,1,1,0,2,1
1/24/2017 11:12:23,student,ecology and evolutionary biology,just grad students,faculty and grad students,research presentations,yes,1,1,1,2,1,0,0,0,0,0,0,1,1
1/24/2017 10:04:40,student,other,just grad students,faculty and grad students,research presentations,yes,1,5,1,2,1,0,0,0,0,0,0,1,1
1/24/2017 8:43:12,presenter,biology,just grad students,just faculty,research presentations,yes,2,2,1,1,1,0,0,0,0,0,0,1,1
1/24/2017 6:42:29,student,biology,just grad students,just faculty,research presentations,yes,1,2,1,1,1,0,0,0,0,0,0,1,1
1/24/2017 19:34:24,student,biology,just grad students,just faculty,research presentations,yes,1,2,1,1,1,0,0,0,0,0,0,1,1
1/24/2017 12:11:44,presenter,ecology and evolutionary biology,just grad students,just faculty,research presentations,yes,2,1,1,1,1,0,0,0,0,0,0,1,1
1/24/2017 11:51:42,student,ecology and evolutionary biology,just grad students,just faculty,research presentations,yes,1,1,1,1,1,0,0,0,0,0,0,1,1
1/24/2017 12:34:52,student,ecology and evolutionary biology,just grad students,just faculty,research presentations,yes,1,1,1,1,1,0,0,0,0,0,0,1,1
1/24/2017 11:06:59,student,biology,just undergrads,faculty and grad students,"research presentations, basic research skills (e.g., how to extract DNA), career advice and prospects",yes,1,2,2,2,1,1,1,0,0,0,0,3,1
1/25/2017 11:41:12,presenter,molecular & cell biology,just grad students,just faculty,"research presentations, basic research skills (e.g., how to extract DNA), introduction to a general research area (e.g., ecology)",yes,2,3,1,1,1,0,1,0,1,0,0,3,1
1/24/2017 8:44:04,presenter,ecology and evolutionary biology,just grad students,"faculty, grad students, and people outside academia","research presentations, basic science skills (e.g., how to make a poster), career advice and prospects",yes,2,1,1,3,1,1,0,1,0,0,0,3,1
1/24/2017 7:25:44,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, basic science skills (e.g., how to make a poster), career advice and prospects",yes,1,1,1,1,1,1,0,1,0,0,0,3,1
1/24/2017 11:26:18,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, basic science skills (e.g., how to make a poster), career advice and prospects",yes,1,1,1,1,1,1,0,1,0,0,0,3,1
1/24/2017 8:09:23,presenter,other,just grad students,"faculty, grad students, and people outside academia","research presentations, basic science skills (e.g., how to make a poster), career advice and prospects, discussion of papers written by department faculty",yes,2,5,1,3,1,1,0,1,0,1,0,4,1
1/24/2017 12:19:21,presenter,ecology and evolutionary biology,just grad students,just faculty,"research presentations, basic science skills (e.g., how to make a poster), career advice and prospects, introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,2,1,1,1,1,1,0,1,1,0,1,5,1
1/25/2017 11:24:33,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, basic science skills (e.g., how to make a poster), discussion of papers written by department faculty",yes,1,1,1,1,1,1,0,0,0,1,0,3,1
1/25/2017 7:33:41,presenter,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects",yes,2,1,1,1,1,0,0,1,0,0,0,2,1
1/24/2017 8:43:40,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects",yes,1,1,1,1,1,0,0,1,0,0,0,2,1
1/24/2017 12:01:40,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects",yes,1,1,1,1,1,0,0,1,0,0,0,2,1
1/24/2017 20:36:34,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects",yes,1,1,1,1,1,0,0,1,0,0,0,2,1
1/24/2017 21:17:25,presenter,other,just grad students,just faculty,"research presentations, career advice and prospects",yes,2,5,1,1,1,0,0,1,0,0,0,2,1
1/24/2017 11:42:51,student,other,just grad students,just faculty,"research presentations, career advice and prospects",yes,1,5,1,1,1,0,0,1,0,0,0,2,1
1/25/2017 20:09:22,student,ecology and evolutionary biology,just grad students,"faculty, grad students, and people outside academia","research presentations, career advice and prospects, discussion of classic/important papers in the field",yes,1,1,1,3,1,0,0,1,0,0,1,3,1
1/24/2017 16:37:43,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects, discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,1,0,1,1,4,1
1/24/2017 6:58:17,presenter,ecology and evolutionary biology,just grad students,faculty and grad students,"research presentations, career advice and prospects, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty",yes,2,1,1,2,1,0,0,1,1,1,0,4,1
1/24/2017 18:02:45,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, career advice and prospects, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty",yes,1,1,1,1,1,0,0,1,1,1,0,4,1
1/24/2017 15:32:41,student,biology,just grad students,just faculty,"research presentations, career advice and prospects, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,2,1,1,1,0,0,1,1,1,1,5,1
1/24/2017 8:15:14,student,molecular & cell biology,just grad students,just faculty,"research presentations, discussion of classic/important papers in the field",yes,1,3,1,1,1,0,0,0,0,0,1,2,1
1/24/2017 8:32:05,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, discussion of papers written by department faculty",yes,1,1,1,1,1,0,0,0,0,1,0,2,1
1/24/2017 9:13:42,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, discussion of papers written by department faculty",yes,1,1,1,1,1,0,0,0,0,1,0,2,1
1/24/2017 14:20:43,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,0,0,1,1,3,1
1/24/2017 11:59:32,presenter,natural resources,just undergrads,faculty and grad students,"research presentations, introduction to a general research area (e.g., ecology)",yes,2,4,2,2,1,0,0,0,1,0,0,2,1
1/24/2017 15:22:48,student,other,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology)",yes,1,5,1,1,1,0,0,0,1,0,0,2,1
1/24/2017 8:24:26,student,biology,just undergrads,just faculty,"research presentations, introduction to a general research area (e.g., ecology)",yes,1,2,2,1,1,0,0,0,1,0,0,2,1
1/24/2017 7:38:51,student,natural resources,just undergrads,just faculty,"research presentations, introduction to a general research area (e.g., ecology)",yes,1,4,2,1,1,0,0,0,1,0,0,2,1
1/24/2017 7:21:21,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,0,1,0,1,3,1
1/24/2017 8:09:53,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty",yes,1,1,1,1,1,0,0,0,1,1,0,3,1
1/24/2017 12:06:10,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty",yes,1,1,1,1,1,0,0,0,1,1,0,3,1
1/24/2017 10:22:41,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,0,1,1,1,4,1
1/24/2017 11:34:34,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,0,1,1,1,4,1
1/24/2017 18:13:23,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,0,1,1,1,4,1
1/25/2017 0:37:29,student,ecology and evolutionary biology,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,1,1,1,1,0,0,0,1,1,1,4,1
1/24/2017 12:54:46,student,other,just grad students,just faculty,"research presentations, introduction to a general research area (e.g., ecology), discussion of papers written by department faculty, discussion of classic/important papers in the field",yes,1,5,1,1,1,0,0,0,1,1,1,4,1
